date,MVRV,txs_count,daily_active_adds,mean_hash_rate,gwei,30_volat,google_trends,closing_price
2017-04-11,-0.0061,0.0054,-0.0373,0.0352,-0.0145,-0.0034,-0.3333,0.0558
2017-04-12,0.0477,0.0587,0.1492,-0.0119,0.0482,-0.0444,-0.3333,0.0767
2017-04-13,0.0659,0.0470,-0.0312,-0.0207,-0.0328,0.0041,-0.3333,-0.0562
2017-04-14,-0.0570,-0.0353,-0.0358,0.0863,-0.0024,-0.0379,-0.3333,0.0427
2017-04-15,0.0389,-0.0781,-0.0575,-0.0285,-0.0008,-0.0956,-0.3333,-0.0193
2017-04-16,-0.0199,-0.0559,-0.1035,0.0177,-0.0063,0.0004,0.5000,-0.0068
2017-04-17,-0.0073,0.0271,0.0733,0.0178,0.0070,-0.2114,0.5000,0.0427
2017-04-18,0.0380,0.1483,0.1552,0.0261,0.0221,-0.2775,0.5000,-0.0366
2017-04-19,-0.0402,0.0292,0.0073,-0.0035,-0.0053,0.0008,0.5000,0.0266
2017-04-20,0.0095,-0.0033,0.0647,0.0075,-0.0065,0.0021,0.5000,-0.0162
2017-04-21,-0.0163,-0.0488,-0.0156,0.0276,0.0151,-0.0039,0.5000,0.0014
2017-04-22,0.0003,-0.0952,-0.1138,0.0065,-0.0083,-0.0096,0.5000,0.0053
2017-04-23,0.0033,0.0481,-0.0354,0.0172,-0.0324,-0.2811,0.3333,0.0253
2017-04-24,0.0101,0.0449,0.1793,-0.0351,0.0500,-0.0245,0.3333,0.0038
2017-04-25,0.0001,0.1552,-0.0574,0.0418,-0.0547,-0.0001,0.3333,0.0639
2017-04-26,0.0467,-0.0364,0.2458,-0.0100,0.0145,0.0299,0.3333,0.1846
2017-04-27,0.1628,0.1657,0.1670,0.0163,0.0149,0.2579,0.3333,0.1563
2017-04-28,0.1103,0.0163,-0.1372,0.0574,-0.0110,0.1094,0.3333,-0.0384
2017-04-29,-0.0559,-0.1399,-0.0762,0.0293,0.0302,0.0082,0.3333,0.1423
2017-04-30,0.0628,0.0423,0.0649,-0.0252,-0.0113,0.0650,0.7500,-0.0266
2017-05-01,-0.0797,0.1786,0.1645,0.0066,0.0199,0.0087,0.7500,-0.0090
2017-05-02,-0.0358,-0.0165,-0.0271,-0.0035,-0.0006,-0.0108,0.7500,0.0450
2017-05-03,0.0281,-0.1180,-0.1409,0.0181,-0.0345,-0.0683,0.7500,0.1761
2017-05-04,0.1156,0.1802,0.2796,-0.0092,0.0154,0.1026,0.7500,-0.0438
2017-05-05,-0.0958,-0.0554,-0.0459,0.0445,0.0170,0.0222,0.7500,0.0467
2017-05-06,0.0251,-0.1244,-0.0988,-0.0011,-0.0284,-0.0219,0.7500,-0.1977
2017-05-07,-0.1945,0.1223,0.1455,0.0194,0.0274,0.2401,-0.1429,0.1665
2017-05-08,0.1470,0.1020,0.1008,-0.0129,-0.0244,0.0497,-0.1429,-0.0356
2017-05-09,-0.0892,-0.0389,-0.0182,0.0391,0.0052,0.0055,-0.1429,0.0213
2017-05-10,0.0156,-0.0289,-0.0001,-0.0093,-0.0124,-0.0012,-0.1429,0.0022
2017-05-11,-0.0031,0.0685,0.0128,0.0251,0.0061,-0.0005,-0.1429,-0.0312
2017-05-12,-0.0365,-0.0849,-0.0948,0.0246,-0.0023,0.0050,-0.1429,0.0327
2017-05-13,0.0283,-0.0551,-0.0738,-0.0189,-0.0021,-0.0076,-0.1429,0.0136
2017-05-14,0.0080,0.0002,0.0444,0.0330,-0.0055,-0.0168,0.0000,0.0153
2017-05-15,0.0029,0.2116,0.2007,0.0230,0.0078,-0.0012,0.0000,-0.0285
2017-05-16,-0.0338,-0.0525,0.0113,0.0179,0.0051,0.0024,0.0000,-0.0162
2017-05-17,-0.0253,0.2045,0.1088,-0.0456,0.1934,0.0017,0.0000,0.1037
2017-05-18,0.0849,-0.0195,0.0055,0.0418,-0.1507,0.0158,0.0000,0.3002
2017-05-19,0.2333,0.1758,0.2218,0.0341,-0.0058,0.1326,0.0000,0.0001
2017-05-20,-0.0204,-0.1897,-0.1793,0.0312,0.0030,0.0020,0.0000,0.1855
2017-05-21,0.0467,0.1435,0.0632,0.0165,-0.0094,0.0335,2.8333,0.0400
2017-05-22,-0.0110,0.1774,0.2172,0.0320,0.0261,-0.0026,2.8333,0.1005
2017-05-23,0.0560,0.0616,0.1421,-0.0398,-0.0032,0.0039,2.8333,0.1348
2017-05-24,0.0709,0.0009,0.0075,0.0247,0.0278,0.0131,2.8333,-0.0583
2017-05-25,-0.0844,-0.0229,-0.0507,0.0043,-0.0376,0.0176,2.8333,-0.0890
2017-05-26,-0.1020,-0.0721,-0.0618,0.0023,0.0062,0.0319,2.8333,-0.0539
2017-05-27,-0.1012,-0.1199,-0.1323,0.0268,-0.0200,-0.0186,2.8333,0.1123
2017-05-28,0.0915,0.0389,0.0075,-0.0064,-0.0177,-0.0138,-0.2174,0.1193
2017-05-29,0.0791,0.0211,0.0673,0.0634,0.0234,0.0032,-0.2174,0.1764
2017-05-30,0.1014,0.2212,0.2673,0.0529,0.1039,0.0124,-0.2174,0.0045
2017-05-31,-0.0535,0.1059,0.0853,-0.0180,0.5433,-0.0053,-0.2174,-0.0354
2017-06-01,-0.0445,-0.0699,-0.0618,0.0521,-0.3769,0.0057,-0.2174,0.0022
2017-06-02,-0.0090,-0.0213,-0.0713,-0.0124,-0.0376,0.0017,-0.2174,0.0128
2017-06-03,-0.0274,-0.0987,-0.0925,0.0251,-0.0103,-0.0311,-0.2174,0.0943
2017-06-04,0.0697,0.0254,0.0552,0.0291,0.0366,-0.0042,0.1667,0.0105
2017-06-05,-0.0193,0.0565,0.0552,0.0206,-0.0265,0.0006,0.1667,0.0659
2017-06-06,0.0405,0.0537,0.0547,0.0187,0.0285,-0.1361,0.1667,-0.0281
2017-06-07,-0.0447,0.0332,0.0108,0.0335,0.0007,-0.0236,0.1667,0.0054
2017-06-08,-0.0080,-0.0940,-0.0807,0.0070,0.0007,-0.0117,0.1667,0.0776
2017-06-09,0.0503,0.1499,0.1069,0.0001,-0.0447,0.0031,0.1667,0.2389
2017-06-10,0.1624,-0.0115,0.0277,0.0585,-0.0043,0.0754,0.1667,-0.0027
2017-06-11,-0.0311,0.1272,0.1790,0.0140,0.0634,-0.0089,0.7143,0.1313
2017-06-12,-0.0543,0.2181,0.1646,-0.0111,0.2746,0.0132,0.7143,-0.0050
2017-06-13,-0.0476,-0.0440,-0.0229,0.0341,-0.1806,0.0039,0.7143,-0.1183
2017-06-14,-0.1242,-0.1059,-0.0989,0.0305,-0.0840,0.0658,0.7143,0.0020
2017-06-15,-0.0087,0.0448,0.0212,0.0239,0.0263,-0.0075,0.7143,0.0307
2017-06-16,0.0202,-0.0520,-0.0871,0.0180,-0.0567,-0.0077,0.7143,0.0437
2017-06-17,0.0163,-0.0241,-0.0168,0.0223,-0.0518,-0.0060,0.7143,-0.0476
2017-06-18,-0.0529,0.0163,0.0459,0.0235,-0.0555,-0.0956,-0.2500,0.0204
2017-06-19,0.0078,0.1637,0.1391,0.0048,0.0646,-0.0026,-0.2500,-0.0235
2017-06-20,-0.0392,0.0778,0.0470,0.0171,0.6911,-0.0437,-0.2500,-0.0831
2017-06-21,-0.0813,-0.2827,-0.1644,0.0180,0.6363,0.0364,-0.2500,-0.0004
2017-06-22,-0.0304,0.2844,0.2691,0.0073,-0.2937,-0.0131,-0.2500,0.0183
2017-06-23,0.0118,-0.0289,-0.0618,-0.0010,-0.0046,-0.0325,-0.2500,-0.0651
2017-06-24,-0.0655,-0.0922,-0.0733,0.0182,0.1550,0.0035,-0.2500,-0.0936
2017-06-25,-0.0842,-0.0776,-0.0591,0.0156,-0.2703,0.0034,-0.0741,-0.0768
2017-06-26,-0.0561,0.3706,0.2662,0.0294,0.4362,0.0121,-0.0741,0.1021
2017-06-27,0.0974,-0.2014,-0.1843,0.0143,-0.3631,-0.0045,-0.0741,0.1305
2017-06-28,0.1133,0.0840,0.0506,0.0133,0.3769,0.0059,-0.0741,-0.0748
2017-06-29,-0.0989,-0.0381,-0.0355,0.0265,-0.1946,-0.0420,-0.0741,-0.0583
2017-06-30,-0.0430,-0.0422,0.0054,0.0112,-0.2227,0.0141,-0.0741,-0.0564
2017-07-01,-0.0576,-0.0482,-0.1021,0.0157,-0.0196,0.0071,-0.0741,0.0969
2017-07-02,0.1006,0.0339,-0.0124,0.0150,-0.0415,0.0215,-0.3600,-0.0354
2017-07-03,-0.0340,0.2148,0.2364,0.0143,0.0991,0.0054,-0.3600,-0.0252
2017-07-04,-0.0222,-0.0681,-0.0502,0.0190,-0.1228,-0.0181,-0.3600,-0.0117
2017-07-05,-0.0136,-0.0350,-0.0570,-0.0224,0.0596,0.0004,-0.3600,0.0015
2017-07-06,0.0013,-0.0472,-0.0622,0.0264,-0.0494,-0.0116,-0.3600,-0.0994
2017-07-07,-0.0929,0.1414,0.1549,0.0084,0.0878,0.0296,-0.3600,0.0168
2017-07-08,0.0158,-0.1599,-0.1467,0.0188,-0.0345,0.0008,-0.3600,-0.0255
2017-07-09,-0.0221,-0.0925,-0.0896,0.0152,0.0295,-0.0161,0.1875,-0.1441
2017-07-10,-0.1259,0.3439,0.2000,0.0092,-0.1497,-0.0924,0.1875,-0.0529
2017-07-11,-0.0420,-0.0362,0.0228,-0.0038,0.0759,0.0037,0.1875,0.1425
2017-07-12,0.1707,-0.0269,-0.0254,-0.0256,-0.0111,0.0102,0.1875,-0.0659
2017-07-13,-0.0491,-0.0813,-0.0176,0.0192,-0.0276,0.0072,0.1875,-0.0418
2017-07-14,-0.0346,-0.0436,-0.0945,-0.0233,-0.0216,-0.0373,0.1875,-0.1352
2017-07-15,-0.1280,-0.0699,-0.0873,0.0448,0.1524,0.0537,0.1875,-0.0906
2017-07-16,-0.0664,0.0741,0.0695,0.0236,-0.0908,0.0058,-0.0526,0.2198
2017-07-17,0.2128,-0.0027,0.0644,-0.0563,0.0323,0.1389,-0.0526,0.2091
2017-07-18,0.1824,0.0909,0.1099,0.0284,0.0765,0.1017,-0.0526,-0.1623
2017-07-19,-0.1457,-0.0034,-0.0614,0.0365,-0.0395,0.0488,-0.0526,0.1693
2017-07-20,0.1545,-0.0743,0.0021,0.0285,-0.0802,0.0558,-0.0526,-0.0352
2017-07-21,-0.0345,-0.0700,-0.0598,0.0069,0.4346,-0.0082,-0.0526,0.0729
2017-07-22,0.0630,-0.1160,-0.1644,0.0033,-0.2753,0.0114,-0.0526,-0.0147
2017-07-23,-0.0206,0.2671,0.3374,0.0300,-0.0128,-0.0014,-0.3333,-0.0125
2017-07-24,-0.0124,0.0100,-0.1077,-0.0260,0.0238,-0.0054,-0.3333,-0.0950
2017-07-25,-0.0909,-0.0765,-0.0005,0.0430,0.0683,0.0005,-0.3333,-0.0089
2017-07-26,-0.0058,-0.0821,-0.0788,-0.0056,-0.0020,-0.0086,-0.3333,0.0021
2017-07-27,0.0048,0.0109,0.0052,-0.0098,-0.0332,-0.0197,-0.3333,-0.0562
2017-07-28,-0.0508,0.0934,0.0203,0.0100,-0.0233,-0.0307,-0.3333,0.0758
2017-07-29,0.0683,-0.1936,-0.1533,0.0079,-0.0432,0.0069,-0.3333,-0.0448
2017-07-30,-0.0426,0.0395,0.1609,0.0251,-0.0068,-0.0022,0.0000,0.0203
2017-07-31,0.0229,0.2104,0.2196,0.0114,-0.0670,-0.0027,0.0000,0.1244
2017-08-01,0.1218,-0.1260,-0.1520,0.0155,0.1415,0.0107,0.0000,-0.0361
2017-08-02,-0.0360,0.0571,0.0102,-0.0110,-0.0124,0.0001,0.0000,0.0296
2017-08-03,0.0311,0.0228,0.0497,-0.0473,-0.0105,0.0018,0.0000,-0.0114
2017-08-04,-0.0112,0.0881,0.0202,0.0389,-0.0905,0.0000,0.0000,0.1240
2017-08-05,0.1106,0.0165,-0.0042,-0.0050,0.0598,0.0270,0.0000,0.0687
2017-08-06,0.0577,0.0143,0.0096,0.0079,0.0129,-0.0120,0.1667,0.0136
2017-08-07,-0.0065,0.0605,0.1253,0.0290,0.0368,-0.0001,0.1667,0.0923
2017-08-08,0.0788,0.1341,0.1075,0.0102,-0.0536,0.0107,0.1667,0.0078
2017-08-09,-0.0207,-0.1209,-0.0521,0.0197,0.0094,-0.0499,0.1667,0.0155
2017-08-10,-0.0011,0.2067,0.0549,-0.0273,0.0076,-0.0092,0.1667,0.0280
2017-08-11,0.0119,0.0545,0.0076,0.0127,0.0335,-0.0289,0.1667,-0.0020
2017-08-12,-0.0054,-0.0505,-0.0200,0.0336,-0.0101,-0.0135,0.1667,-0.0395
2017-08-13,-0.0382,-0.0167,-0.0057,0.0030,-0.1108,-0.0006,0.0714,0.0096
2017-08-14,0.0070,0.2314,0.2594,0.0242,0.0032,-0.0587,0.0714,-0.0456
2017-08-15,-0.0463,0.0078,0.0186,0.0021,-0.0177,-0.0218,0.0714,0.0501
2017-08-16,0.0379,0.0009,-0.1149,-0.0037,0.5974,-0.0855,0.0714,0.0031
2017-08-17,-0.0025,0.0348,0.0405,0.0094,-0.1634,-0.1022,0.0714,-0.0297
2017-08-18,-0.0296,0.0359,0.0529,0.0029,0.5374,-0.1394,0.0714,0.0049
2017-08-19,0.0031,-0.1487,-0.0678,0.0477,-0.4210,-0.1148,0.0714,0.0134
2017-08-20,0.0083,-0.1788,-0.1111,-0.0155,-0.1115,-0.0138,-0.1333,0.0749
2017-08-21,0.0598,0.2677,0.1221,0.0137,0.0039,0.0015,-0.1333,-0.0175
2017-08-22,-0.0205,-0.0717,-0.0586,-0.0004,0.0157,0.0010,-0.1333,0.0103
2017-08-23,0.0047,0.0274,0.1082,0.0295,-0.0071,-0.0038,-0.1333,0.0204
2017-08-24,0.0088,-0.0594,-0.1618,-0.0160,0.0530,-0.0910,-0.1333,0.0180
2017-08-25,0.0079,0.0004,0.0421,0.0009,0.0336,-0.0050,-0.1333,0.0067
2017-08-26,0.0031,-0.1315,-0.1765,0.0053,-0.0986,-0.0009,-0.1333,0.0383
2017-08-27,0.0245,0.0585,0.0471,-0.0047,-0.0291,-0.0458,0.2308,0.0062
2017-08-28,-0.0015,0.1222,0.1709,-0.0407,0.0393,-0.0261,0.2308,0.0747
2017-08-29,0.0579,0.0848,0.0645,0.0619,0.1320,-0.0143,0.2308,0.0317
2017-08-30,0.0067,0.0141,0.0596,0.0096,-0.0054,0.0009,0.2308,0.0092
2017-08-31,-0.0159,-0.0395,0.0116,-0.0235,0.3966,-0.0975,0.2308,0.0076
2017-09-01,0.0014,0.0171,-0.0357,0.0235,-0.1979,-0.0368,0.2308,-0.1085
2017-09-02,-0.1089,-0.1514,-0.1251,0.0038,1.1586,0.2056,0.2308,0.0108
2017-09-03,0.0087,-0.0882,-0.0878,0.0082,-0.6071,-0.0062,-0.1250,-0.1123
2017-09-04,-0.1029,0.4630,0.3992,-0.0061,0.1286,0.0532,-0.1250,0.0269
2017-09-05,0.0281,0.0045,-0.0365,0.0031,0.0844,-0.0263,-0.1250,0.0521
2017-09-06,0.0416,0.1165,0.0489,-0.0132,0.2117,0.0162,-0.1250,-0.0059
2017-09-07,-0.0080,-0.0968,-0.0743,0.0199,-0.0102,-0.0573,-0.1250,-0.0785
2017-09-08,-0.0715,0.0342,0.0468,0.0564,0.1695,0.0655,-0.1250,-0.0154
2017-09-09,-0.0093,-0.1726,-0.1192,-0.0213,-0.2918,0.0005,-0.1250,-0.0128
2017-09-10,-0.0118,-0.1525,-0.1026,-0.0097,0.2069,-0.0051,-0.0714,-0.0110
2017-09-11,-0.0088,0.1238,0.1463,0.0036,-0.2683,0.0008,-0.0714,-0.0137
2017-09-12,-0.0096,0.1081,0.0693,0.0425,0.0752,-0.0117,-0.0714,-0.0577
2017-09-13,-0.0527,-0.0969,-0.1035,-0.0406,-0.0460,0.0275,-0.0714,-0.1864
2017-09-14,-0.1442,0.0398,0.0925,0.0172,0.0460,0.2767,-0.0714,0.1489
2017-09-15,0.1400,0.1618,0.0490,0.0243,0.2522,0.0865,-0.0714,-0.0144
2017-09-16,-0.0114,-0.1539,-0.1830,-0.0088,-0.0069,0.0001,-0.0714,0.0173
2017-09-17,0.0158,-0.2254,-0.1217,0.0225,-0.0690,-0.0007,-0.2308,0.1425
2017-09-18,0.1314,0.2530,0.2579,-0.0361,-0.1619,0.0744,-0.2308,-0.0401
2017-09-19,-0.0387,-0.0689,-0.0867,0.0326,0.0259,0.0053,-0.2308,0.0003
2017-09-20,-0.0014,-0.0378,0.0457,-0.0073,0.0659,-0.0206,-0.2308,-0.0915
2017-09-21,-0.0840,-0.0243,-0.0425,0.0229,-0.2033,0.0302,-0.2308,0.0188
2017-09-22,0.0196,-0.1438,-0.2468,0.0057,0.0165,0.0013,-0.2308,0.0816
2017-09-23,0.0751,-0.0419,-0.0034,-0.0314,-0.0335,0.0224,-0.2308,-0.0014
2017-09-24,-0.0037,0.0801,0.0096,0.0130,0.1980,-0.0017,-0.2000,0.0348
2017-09-25,0.0317,0.0914,0.1164,-0.0458,-0.0949,0.0047,-0.2000,-0.0195
2017-09-26,-0.0214,-0.0018,0.0766,0.0112,-0.0382,-0.0054,-0.2000,0.0745
2017-09-27,0.0666,0.0097,0.0164,0.0139,0.0805,0.0195,-0.2000,-0.0255
2017-09-28,-0.0304,0.0652,0.0305,-0.0222,-0.0429,-0.0186,-0.2000,-0.0363
2017-09-29,-0.0349,-0.0082,-0.0001,-0.0421,-0.0876,-0.0024,-0.2000,0.0349
2017-09-30,0.0324,-0.0940,-0.0988,-0.0062,0.1314,0.0053,-0.2000,0.0042
2017-10-01,-0.0011,-0.0403,-0.1110,0.0412,-0.0778,-0.0003,-0.1250,-0.0216
2017-10-02,-0.0190,0.0783,0.1511,-0.0094,0.0490,-0.0396,-0.1250,-0.0160
2017-10-03,-0.0121,0.0713,0.0185,-0.0005,-0.0589,-0.0006,-0.1250,0.0018
2017-10-04,0.0012,-0.0625,-0.0787,0.0287,-0.0081,-0.0497,-0.1250,0.0101
2017-10-05,0.0093,0.0241,-0.0326,0.0461,0.0259,-0.0028,-0.1250,0.0415
2017-10-06,0.0376,0.0161,0.0123,-0.0511,0.0599,-0.0040,-0.1250,0.0136
2017-10-07,0.0113,-0.0900,-0.0445,-0.0178,-0.1185,0.0011,-0.1250,-0.0088
2017-10-08,-0.0095,0.0197,0.0469,0.0298,0.0610,-0.0269,0.5714,-0.0409
